Week,Home,Cmp,Att,Yds,1D,IAY,CAY,YAC,Drops,BadTh,Sk,Bltz,Hrry,Hits,Scrm,ScrambleYds,Att,Yds,1D,YBC,YAC,BrkTkl,Tgt,Rec,Yds,1D,YBC,YAC,BrkTkl,Drop,Int,Tgt,Cmp,Yds,TD,Rat,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,total.DADOT
16.0,1.0,26.0,33.0,271.0,11.0,167.0,133.0,138.0,1.0,4.0,0.0,11.0,7.0,4.0,1.0,3.0,35.0,143.0,10.0,49.0,94.0,9.0,32.0,26.0,271.0,11.0,133.0,138.0,4.0,1.0,0.0,23.0,12.0,207.0,1.0,617.7,135.0,72.0,16.0,2.0,2.0,4.0,9.0,50.0,1.0,316.9
17.0,1.0,16.0,29.0,221.0,8.0,308.0,137.0,84.0,2.0,8.0,1.0,6.0,0.0,1.0,0.0,0.0,27.0,135.0,8.0,75.0,60.0,2.0,29.0,16.0,221.0,8.0,137.0,84.0,1.0,2.0,0.0,41.0,28.0,320.0,1.0,730.5,203.0,117.0,37.0,3.0,2.0,2.0,7.0,58.0,3.0,395.4
18.0,1.0,20.0,37.0,209.0,11.0,329.0,75.0,134.0,3.0,7.0,0.0,2.0,1.0,4.0,0.0,0.0,22.0,98.0,6.0,68.0,30.0,0.0,35.0,20.0,209.0,11.0,75.0,134.0,2.0,3.0,1.0,15.0,9.0,76.0,1.0,750.0,30.0,46.0,16.0,1.0,4.0,1.0,6.0,51.0,9.0,140.0
2.0,0.0,20.0,28.0,264.0,13.0,264.0,173.0,91.0,0.0,5.0,2.0,8.0,0.0,1.0,0.0,0.0,35.0,124.0,11.0,95.0,29.0,1.0,28.0,20.0,264.0,13.0,173.0,91.0,3.0,0.0,4.0,39.0,19.0,186.0,0.0,625.0,125.0,61.0,31.0,2.0,4.0,7.0,14.0,46.0,1.0,478.20000000000005
4.0,0.0,18.0,39.0,150.0,5.0,298.0,69.0,81.0,2.0,8.0,0.0,10.0,5.0,1.0,0.0,0.0,23.0,74.0,5.0,45.0,29.0,1.0,34.0,18.0,150.0,5.0,69.0,81.0,1.0,2.0,4.0,41.0,21.0,265.0,0.0,644.4000000000001,171.0,94.0,43.0,4.0,0.0,5.0,9.0,53.0,10.0,495.2
5.0,0.0,28.0,43.0,348.0,16.0,329.0,207.0,141.0,2.0,7.0,4.0,15.0,5.0,4.0,0.0,0.0,27.0,130.0,6.0,98.0,32.0,1.0,40.0,28.0,348.0,16.0,207.0,141.0,1.0,2.0,1.0,19.0,10.0,82.0,0.0,523.2,60.0,22.0,19.0,4.0,2.0,5.0,12.0,46.0,6.0,175.0
6.0,1.0,31.0,41.0,334.0,17.0,280.0,174.0,160.0,1.0,6.0,3.0,7.0,2.0,2.0,0.0,0.0,34.0,114.0,8.0,66.0,48.0,3.0,41.0,31.0,334.0,17.0,174.0,160.0,2.0,1.0,3.0,30.0,15.0,161.0,1.0,600.6,81.0,80.0,34.0,5.0,7.0,1.0,13.0,35.0,1.0,293.4
7.0,0.0,31.0,45.0,249.0,12.0,223.0,126.0,123.0,3.0,5.0,0.0,23.0,5.0,3.0,0.0,0.0,34.0,74.0,8.0,56.0,18.0,0.0,42.0,31.0,249.0,12.0,126.0,123.0,0.0,3.0,4.0,27.0,11.0,86.0,0.0,385.90000000000003,67.0,19.0,29.0,7.0,1.0,1.0,9.0,33.0,2.0,319.1
8.0,1.0,20.0,36.0,259.0,11.0,253.0,149.0,110.0,3.0,7.0,3.0,13.0,6.0,1.0,0.0,0.0,27.0,79.0,5.0,30.0,49.0,0.0,32.0,20.0,259.0,11.0,149.0,110.0,0.0,3.0,0.0,31.0,23.0,218.0,1.0,754.1,137.0,81.0,43.0,2.0,0.0,5.0,9.0,47.0,9.0,268.5
9.0,0.0,30.0,46.0,285.0,17.0,338.0,150.0,135.0,1.0,7.0,2.0,22.0,1.0,0.0,0.0,0.0,17.0,74.0,4.0,52.0,22.0,0.0,41.0,30.0,285.0,17.0,150.0,135.0,1.0,1.0,0.0,23.0,17.0,163.0,1.0,775.2,52.0,111.0,28.0,2.0,0.0,1.0,3.0,54.0,4.0,117.2
