Week,Home,Cmp,Att,Yds,1D,IAY,CAY,YAC,Drops,BadTh,Sk,Bltz,Hrry,Hits,Scrm,ScrambleYds,Att,Yds,1D,YBC,YAC,BrkTkl,Tgt,Rec,Yds,1D,YBC,YAC,BrkTkl,Drop,Int,Tgt,Cmp,Yds,TD,Rat,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,total.DADOT
17.0,1.0,16.0,25.0,174.0,5.0,142.0,103.0,71.0,3.0,3.0,0.0,2.0,1.0,2.0,2.0,16.0,23.0,162.0,9.0,54.0,108.0,8.0,25.0,16.0,174.0,5.0,103.0,71.0,4.0,3.0,2.0,42.0,28.0,277.0,2.0,851.9,116.0,161.0,17.0,1.0,5.0,3.0,9.0,62.0,6.0,325.20000000000005
19.0,1.0,23.0,35.0,321.0,16.0,228.0,145.0,176.0,5.0,4.0,0.0,8.0,5.0,3.0,4.0,56.0,21.0,118.0,9.0,93.0,25.0,0.0,35.0,23.0,321.0,16.0,145.0,176.0,4.0,5.0,0.0,49.0,29.0,320.0,1.0,837.0,205.0,115.0,28.0,8.0,3.0,5.0,16.0,55.0,8.0,446.2
2.0,0.0,30.0,44.0,443.0,18.0,557.0,305.0,138.0,1.0,10.0,2.0,7.0,3.0,0.0,0.0,0.0,22.0,31.0,2.0,10.0,21.0,1.0,44.0,30.0,443.0,18.0,305.0,138.0,0.0,1.0,2.0,35.0,21.0,198.0,1.0,725.0000000000001,80.0,118.0,14.0,3.0,2.0,3.0,8.0,53.0,5.0,241.2
20.0,1.0,23.0,35.0,294.0,14.0,299.0,183.0,111.0,5.0,4.0,2.0,7.0,10.0,4.0,6.0,55.800000000000004,27.0,112.0,10.0,55.0,57.0,4.0,32.0,23.0,294.0,14.0,183.0,111.0,0.0,5.0,0.0,31.0,21.0,209.0,2.0,870.9,117.0,92.0,17.0,2.0,0.0,3.0,5.0,46.0,8.0,260.4
21.0,1.0,20.0,31.0,219.0,13.0,248.0,104.0,115.0,0.0,6.0,1.0,16.0,1.0,5.0,1.0,3.0,22.0,141.0,8.0,67.0,74.0,5.0,31.0,20.0,219.0,13.0,104.0,115.0,2.0,0.0,2.0,37.0,24.0,280.0,1.0,773.7,188.0,92.0,11.0,4.0,4.0,4.0,13.0,62.0,13.0,289.4
3.0,1.0,27.0,37.0,374.0,14.0,326.0,184.0,190.0,1.0,6.0,1.0,17.0,0.0,7.0,1.0,11.0,25.0,140.0,9.0,76.0,64.0,0.0,35.0,27.0,374.0,14.0,184.0,190.0,0.0,1.0,0.0,43.0,23.0,272.0,0.0,765.1000000000001,141.0,131.0,17.0,3.0,2.0,3.0,9.0,59.0,14.0,490.6
4.0,0.0,24.0,42.0,315.0,16.0,502.0,154.0,161.0,0.0,10.0,0.0,6.0,4.0,3.0,5.0,52.0,25.0,123.0,8.0,93.0,30.0,0.0,39.0,24.0,315.0,16.0,154.0,161.0,1.0,0.0,0.0,34.0,21.0,291.0,3.0,989.5000000000001,173.0,118.0,15.0,2.0,2.0,4.0,8.0,62.0,4.0,407.4
5.0,1.0,22.0,39.0,321.0,12.0,463.0,212.0,109.0,4.0,9.0,4.0,16.0,6.0,3.0,2.0,18.0,14.0,36.0,3.0,31.0,5.0,0.0,37.0,22.0,321.0,12.0,212.0,109.0,2.0,4.0,1.0,25.0,18.0,151.0,0.0,629.3000000000001,45.0,106.0,12.0,3.0,3.0,0.0,6.0,55.0,9.0,109.1
6.0,1.0,19.0,35.0,273.0,11.0,350.0,108.0,165.0,4.0,8.0,1.0,10.0,5.0,1.0,0.0,0.0,11.0,53.0,5.0,37.0,16.0,1.0,35.0,19.0,273.0,11.0,108.0,165.0,4.0,4.0,2.0,31.0,19.0,160.0,1.0,719.7,83.0,77.0,19.0,3.0,2.0,0.0,5.0,67.0,6.0,384.9
7.0,0.0,20.0,30.0,193.0,7.0,172.0,63.0,130.0,1.0,4.0,1.0,11.0,3.0,2.0,0.0,0.0,27.0,80.0,5.0,63.0,17.0,2.0,29.0,20.0,193.0,7.0,63.0,130.0,1.0,1.0,0.0,30.0,19.0,161.0,0.0,692.5,70.0,91.0,26.0,4.0,1.0,9.0,14.0,52.0,1.0,223.4
8.0,1.0,24.0,36.0,267.0,16.0,200.0,100.0,167.0,2.0,5.0,2.0,7.0,3.0,5.0,1.0,3.0,20.0,88.0,4.0,23.0,65.0,3.0,35.0,24.0,267.0,16.0,100.0,167.0,5.0,2.0,0.0,28.0,20.0,290.0,2.0,775.0,123.0,167.0,25.0,0.0,7.0,5.0,12.0,54.0,7.0,217.2
9.0,1.0,25.0,35.0,275.0,15.0,292.0,226.0,49.0,0.0,5.0,5.0,7.0,1.0,4.0,0.0,0.0,18.0,147.0,2.0,46.0,101.0,0.0,34.0,25.0,275.0,15.0,226.0,49.0,0.0,0.0,0.0,36.0,17.0,172.0,2.0,698.4,93.0,79.0,7.0,1.0,3.0,1.0,5.0,46.0,3.0,280.29999999999995
